vertex_index,node,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10
514,BHS_3,497,31,0,3,3,3,3,3,3,3,1
515,BIH_3,625,54,0,3,3,3,3,3,3,3,1
516,BLR_3,625,54,0,3,3,3,3,3,3,3,1
517,BLZ_3,556,31,0,3,3,3,3,3,3,3,1
518,BMU_3,581,6,0,3,3,3,3,3,3,3,1
519,BOL_3,602,44,0,3,3,3,3,3,3,3,1
520,BRA_3,734,51,0,3,3,3,3,3,3,3,1
521,BRB_3,497,31,0,3,3,3,3,3,3,3,1
522,BRN_3,705,6,0,3,3,3,3,3,3,3,1
523,BTN_3,705,6,0,3,3,3,3,3,3,3,1
524,BVT_3,597,31,0,3,3,3,3,3,3,3,1
525,BWA_3,549,54,0,3,3,3,3,3,3,3,1
526,CAF_3,597,31,0,3,3,3,3,3,3,3,1
527,CAN_3,617,44,0,3,3,3,3,3,3,3,1
528,CCK_3,586,31,0,3,3,3,3,3,3,3,1
529,CHE_3,706,44,0,3,3,3,3,3,3,3,1
530,CHL_3,706,44,0,3,3,3,3,3,3,3,1
531,CHN_3,617,44,0,3,3,3,3,3,3,3,1
532,CIV_3,734,51,0,3,3,3,3,3,3,3,1
533,CMR_3,610,31,0,3,3,3,3,3,3,3,1
534,COD_3,597,31,0,3,3,3,3,3,3,3,1
535,COG_3,597,31,0,3,3,3,3,3,3,3,1
536,COK_3,586,31,0,3,3,3,3,3,3,3,1
537,COL_3,497,31,0,3,3,3,3,3,3,3,1
538,COM_3,586,31,0,3,3,3,3,3,3,3,1
539,CPV_3,625,54,0,3,3,3,3,3,3,3,1
540,CRI_3,602,44,0,3,3,3,3,3,3,3,1
541,CUB_3,562,31,0,3,3,3,3,3,3,3,1
542,CUR_3,619,54,0,3,3,3,3,3,3,3,1
543,CXR_3,223,31,0,3,3,3,3,3,3,3,1
544,CYM_3,581,6,0,3,3,3,3,3,3,3,1
545,CYP_3,502,44,0,3,3,3,3,3,3,3,1
546,CZE_3,516,54,0,3,3,3,3,3,3,3,1
547,DEU_3,558,51,0,3,3,3,3,3,3,3,1
548,DJI_3,597,31,0,3,3,3,3,3,3,3,1
549,DMA_3,562,31,0,3,3,3,3,3,3,3,1
550,DNK_3,734,51,0,3,3,3,3,3,3,3,1
551,DOM_3,558,51,0,3,3,3,3,3,3,3,1
552,DZA_3,674,54,0,3,3,3,3,3,3,3,1
553,ECU_3,497,31,0,3,3,3,3,3,3,3,1
554,EGY_3,514,31,0,3,3,3,3,3,3,3,1
555,ERI_3,597,31,0,3,3,3,3,3,3,3,1
556,ESH_3,586,31,0,3,3,3,3,3,3,3,1
557,ESP_3,558,51,0,3,3,3,3,3,3,3,1
558,EST_3,734,51,0,3,3,3,3,3,3,3,1
559,ETH_3,610,31,0,3,3,3,3,3,3,3,1
560,FIN_3,734,51,0,3,3,3,3,3,3,3,1
561,FJI_3,705,6,0,3,3,3,3,3,3,3,1
562,FLK_3,586,31,0,3,3,3,3,3,3,3,1
563,FRA_3,734,51,0,3,3,3,3,3,3,3,1
564,FRO_3,586,31,0,3,3,3,3,3,3,3,1
565,FSM_3,586,31,0,3,3,3,3,3,3,3,1
566,GAB_3,610,31,0,3,3,3,3,3,3,3,1
567,GBR_3,734,51,0,3,3,3,3,3,3,3,1
568,GEO_3,558,51,0,3,3,3,3,3,3,3,1
569,GGY_3,556,31,0,3,3,3,3,3,3,3,1
570,GHA_3,734,51,0,3,3,3,3,3,3,3,1
571,GIB_3,514,31,0,3,3,3,3,3,3,3,1
572,GIN_3,734,51,0,3,3,3,3,3,3,3,1
573,GLP_3,223,31,0,3,3,3,3,3,3,3,1
574,GMB_3,597,31,0,3,3,3,3,3,3,3,1
575,GNB_3,625,54,0,3,3,3,3,3,3,3,1
576,GNQ_3,597,31,0,3,3,3,3,3,3,3,1
577,GRC_3,502,44,0,3,3,3,3,3,3,3,1
578,GRD_3,586,31,0,3,3,3,3,3,3,3,1
579,GRL_3,223,31,0,3,3,3,3,3,3,3,1
580,GTM_3,602,44,0,3,3,3,3,3,3,3,1
581,GUF_3,586,31,0,3,3,3,3,3,3,3,1
582,GUM_3,223,31,0,3,3,3,3,3,3,3,1
583,GUY_3,597,31,0,3,3,3,3,3,3,3,1
584,HKG_3,549,54,0,3,3,3,3,3,3,3,1
585,HMD_3,223,31,0,3,3,3,3,3,3,3,1
586,HND_3,619,54,0,3,3,3,3,3,3,3,1
587,HRV_3,558,51,0,3,3,3,3,3,3,3,1
588,HTI_3,562,31,0,3,3,3,3,3,3,3,1
589,HUN_3,602,44,0,3,3,3,3,3,3,3,1
590,IDN_3,734,51,0,3,3,3,3,3,3,3,1
591,IMN_3,514,31,0,3,3,3,3,3,3,3,1
592,IND_3,734,51,0,3,3,3,3,3,3,3,1
593,IOT_3,610,31,0,3,3,3,3,3,3,3,1
594,IRL_3,558,51,0,3,3,3,3,3,3,3,1
595,IRN_3,558,51,0,3,3,3,3,3,3,3,1
596,IRQ_3,610,31,0,3,3,3,3,3,3,3,1
597,ISL_3,549,54,0,3,3,3,3,3,3,3,1
598,ISR_3,706,44,0,3,3,3,3,3,3,3,1
599,ITA_3,558,51,0,3,3,3,3,3,3,3,1
600,JAM_3,497,31,0,3,3,3,3,3,3,3,1
601,JEY_3,497,31,0,3,3,3,3,3,3,3,1
602,JOR_3,514,31,0,3,3,3,3,3,3,3,1
603,JPN_3,581,6,0,3,3,3,3,3,3,3,1
604,KAZ_3,602,44,0,3,3,3,3,3,3,3,1
605,KEN_3,514,31,0,3,3,3,3,3,3,3,1
606,KGZ_3,116,54,0,3,3,3,3,3,3,3,1
607,KHM_3,116,54,0,3,3,3,3,3,3,3,1
608,KHX_3,625,54,0,3,3,3,3,3,3,3,1
609,KIR_3,223,31,0,3,3,3,3,3,3,3,1
610,KNA_3,556,31,0,3,3,3,3,3,3,3,1
611,KOR_3,558,51,0,3,3,3,3,3,3,3,1
612,KWT_3,706,44,0,3,3,3,3,3,3,3,1
613,LAO_3,705,6,0,3,3,3,3,3,3,3,1
614,LBN_3,502,44,0,3,3,3,3,3,3,3,1
615,LBR_3,610,31,0,3,3,3,3,3,3,3,1
616,LBY_3,514,31,0,3,3,3,3,3,3,3,1
617,LCA_3,562,31,0,3,3,3,3,3,3,3,1
618,LIE_3,556,31,0,3,3,3,3,3,3,3,1
619,LKA_3,116,54,0,3,3,3,3,3,3,3,1
620,LSO_3,586,31,0,3,3,3,3,3,3,3,1
621,LTU_3,516,54,0,3,3,3,3,3,3,3,1
622,LUX_3,558,51,0,3,3,3,3,3,3,3,1
623,LVA_3,602,44,0,3,3,3,3,3,3,3,1
624,MAR_3,734,51,0,3,3,3,3,3,3,3,1
625,MCA_3,602,44,0,3,3,3,3,3,3,3,1
626,MCO_3,556,31,0,3,3,3,3,3,3,3,1
627,MDA_3,734,51,0,3,3,3,3,3,3,3,1
628,MDG_3,610,31,0,3,3,3,3,3,3,3,1
629,MDV_3,610,31,0,3,3,3,3,3,3,3,1
630,MEX_3,734,51,0,3,3,3,3,3,3,3,1
631,MHL_3,556,31,0,3,3,3,3,3,3,3,1
632,MKD_3,706,44,0,3,3,3,3,3,3,3,1
633,MLI_3,674,54,0,3,3,3,3,3,3,3,1
634,MLT_3,602,44,0,3,3,3,3,3,3,3,1
635,MMR_3,549,54,0,3,3,3,3,3,3,3,1
636,MNE_3,558,51,0,3,3,3,3,3,3,3,1
637,MNG_3,116,54,0,3,3,3,3,3,3,3,1
638,MNP_3,223,31,0,3,3,3,3,3,3,3,1
639,MOZ_3,674,54,0,3,3,3,3,3,3,3,1
640,MRT_3,610,31,0,3,3,3,3,3,3,3,1
641,MST_3,223,31,0,3,3,3,3,3,3,3,1
642,MTQ_3,586,31,0,3,3,3,3,3,3,3,1
643,MUS_3,558,51,0,3,3,3,3,3,3,3,1
644,MWI_3,610,31,0,3,3,3,3,3,3,3,1
645,MYS_3,581,6,0,3,3,3,3,3,3,3,1
646,MYT_3,586,31,0,3,3,3,3,3,3,3,1
647,NAM_3,610,31,0,3,3,3,3,3,3,3,1
648,NCL_3,597,31,0,3,3,3,3,3,3,3,1
649,NER_3,674,54,0,3,3,3,3,3,3,3,1
650,NFK_3,223,31,0,3,3,3,3,3,3,3,1
651,NGA_3,734,51,0,3,3,3,3,3,3,3,1
652,NIC_3,562,31,0,3,3,3,3,3,3,3,1
653,NIU_3,586,31,0,3,3,3,3,3,3,3,1
654,NLD_3,617,44,0,3,3,3,3,3,3,3,1
655,NOR_3,502,44,0,3,3,3,3,3,3,3,1
656,NPL_3,549,54,0,3,3,3,3,3,3,3,1
657,NRU_3,223,31,0,3,3,3,3,3,3,3,1
658,NZL_3,734,51,0,3,3,3,3,3,3,3,1
659,OMN_3,556,31,0,3,3,3,3,3,3,3,1
660,PAK_3,116,54,0,3,3,3,3,3,3,3,1
661,PAN_3,516,54,0,3,3,3,3,3,3,3,1
662,PCN_3,223,31,0,3,3,3,3,3,3,3,1
663,PER_3,497,31,0,3,3,3,3,3,3,3,1
664,PHL_3,116,54,0,3,3,3,3,3,3,3,1
665,PLW_3,705,6,0,3,3,3,3,3,3,3,1
666,PNG_3,705,6,0,3,3,3,3,3,3,3,1
667,POL_3,734,51,0,3,3,3,3,3,3,3,1
668,PRI_3,562,31,0,3,3,3,3,3,3,3,1
669,PRK_3,586,31,0,3,3,3,3,3,3,3,1
670,PRT_3,502,44,0,3,3,3,3,3,3,3,1
671,PRY_3,602,44,0,3,3,3,3,3,3,3,1
672,PSE_3,674,54,0,3,3,3,3,3,3,3,1
673,PYF_3,586,31,0,3,3,3,3,3,3,3,1
674,QAT_3,514,31,0,3,3,3,3,3,3,3,1
675,REU_3,586,31,0,3,3,3,3,3,3,3,1
676,ROU_3,706,44,0,3,3,3,3,3,3,3,1
677,RUS_3,734,51,0,3,3,3,3,3,3,3,1
678,RWA_3,502,44,0,3,3,3,3,3,3,3,1
679,SAU_3,558,51,0,3,3,3,3,3,3,3,1
680,SDN_3,610,31,0,3,3,3,3,3,3,3,1
681,SEN_3,674,54,0,3,3,3,3,3,3,3,1
682,SGP_3,734,51,0,3,3,3,3,3,3,3,1
683,SGS_3,223,31,0,3,3,3,3,3,3,3,1
684,SHN_3,586,31,0,3,3,3,3,3,3,3,1
685,SLB_3,705,6,0,3,3,3,3,3,3,3,1
686,SLE_3,610,31,0,3,3,3,3,3,3,3,1
687,SLV_3,619,54,0,3,3,3,3,3,3,3,1
688,SMR_3,597,31,0,3,3,3,3,3,3,3,1
689,SOM_3,586,31,0,3,3,3,3,3,3,3,1
690,SPM_3,223,31,0,3,3,3,3,3,3,3,1
691,SRB_3,558,51,0,3,3,3,3,3,3,3,1
692,SSD_3,610,31,0,3,3,3,3,3,3,3,1
693,STM_3,619,54,0,3,3,3,3,3,3,3,1
694,STP_3,597,31,0,3,3,3,3,3,3,3,1
695,SUR_3,586,31,0,3,3,3,3,3,3,3,1
696,SVK_3,602,44,0,3,3,3,3,3,3,3,1
697,SVN_3,734,51,0,3,3,3,3,3,3,3,1
698,SWE_3,602,44,0,3,3,3,3,3,3,3,1
699,SWZ_3,610,31,0,3,3,3,3,3,3,3,1
700,SYC_3,706,44,0,3,3,3,3,3,3,3,1
701,SYR_3,597,31,0,3,3,3,3,3,3,3,1
702,TCA_3,562,31,0,3,3,3,3,3,3,3,1
703,TCD_3,597,31,0,3,3,3,3,3,3,3,1
704,TGO_3,674,54,0,3,3,3,3,3,3,3,1
705,THA_3,734,51,0,3,3,3,3,3,3,3,1
706,TJK_3,602,44,0,3,3,3,3,3,3,3,1
707,TKL_3,223,31,0,3,3,3,3,3,3,3,1
708,TKM_3,556,31,0,3,3,3,3,3,3,3,1
709,TLS_3,597,31,0,3,3,3,3,3,3,3,1
710,TON_3,223,31,0,3,3,3,3,3,3,3,1
711,TTO_3,619,54,0,3,3,3,3,3,3,3,1
712,TUN_3,514,31,0,3,3,3,3,3,3,3,1
713,TUR_3,706,44,0,3,3,3,3,3,3,3,1
714,TUV_3,223,31,0,3,3,3,3,3,3,3,1
715,TWN_3,581,6,0,3,3,3,3,3,3,3,1
716,TZA_3,502,44,0,3,3,3,3,3,3,3,1
717,UGA_3,502,44,0,3,3,3,3,3,3,3,1
718,UKR_3,502,44,0,3,3,3,3,3,3,3,1
719,URY_3,619,54,0,3,3,3,3,3,3,3,1
720,USA_3,734,51,0,3,3,3,3,3,3,3,1
721,UZB_3,556,31,0,3,3,3,3,3,3,3,1
722,VAT_3,223,31,0,3,3,3,3,3,3,3,1
723,VCT_3,562,31,0,3,3,3,3,3,3,3,1
724,VEN_3,497,31,0,3,3,3,3,3,3,3,1
725,VGB_3,581,6,0,3,3,3,3,3,3,3,1
726,VIR_3,562,31,0,3,3,3,3,3,3,3,1
727,VNM_3,581,6,0,3,3,3,3,3,3,3,1
728,VUT_3,705,6,0,3,3,3,3,3,3,3,1
729,WLF_3,223,31,0,3,3,3,3,3,3,3,1
730,WSM_3,705,6,0,3,3,3,3,3,3,3,1
731,YEM_3,610,31,0,3,3,3,3,3,3,3,1
732,ZAF_3,706,44,0,3,3,3,3,3,3,3,1
733,ZMB_3,502,44,0,3,3,3,3,3,3,3,1
734,ZWE_3,610,31,0,3,3,3,3,3,3,3,1
