vertex_index,node,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10
0,ABW_1,101,9,7,1,0,1,1,1,1,1,4
1,AFG_1,43,17,7,1,0,1,1,1,1,1,4
2,AGL_1,170,29,7,1,0,1,1,1,1,1,4
3,AGO_1,43,17,7,1,0,1,1,1,1,1,4
4,ALB_1,94,26,7,1,0,1,1,1,1,1,4
5,AND_1,170,29,7,1,0,1,1,1,1,1,4
6,ANT_1,125,17,7,1,0,1,1,1,1,1,4
7,ARE_1,64,26,7,1,0,1,1,1,1,1,4
8,ARG_1,109,18,7,1,0,1,1,1,1,1,4
9,ARM_1,94,26,7,1,0,1,1,1,1,1,4
10,ASM_1,216,29,7,1,0,1,1,1,1,1,4
11,ATF_1,125,17,7,1,0,1,1,1,1,1,4
12,ATG_1,97,17,7,1,0,1,1,1,1,1,4
13,AUS_1,64,26,7,1,0,1,1,1,1,1,4
14,AUT_1,122,9,7,1,0,1,1,1,1,1,4
15,AZE_1,20,9,7,1,0,1,1,1,1,1,4
16,BDI_1,97,17,7,1,0,1,1,1,1,1,4
17,BEL_1,513,19,7,1,0,1,1,1,1,1,4
18,BEN_1,130,9,7,1,0,1,1,1,1,1,4
19,BES_1,125,17,7,1,0,1,1,1,1,1,4
20,BFA_1,122,9,7,1,0,1,1,1,1,1,4
21,BGD_1,122,9,7,1,0,1,1,1,1,1,4
22,BGR_1,209,19,7,1,0,1,1,1,1,1,4
23,BHR_1,143,9,7,1,0,1,1,1,1,1,4
24,BHS_1,141,17,7,1,0,1,1,1,1,1,4
25,BIH_1,94,26,7,1,0,1,1,1,1,1,4
26,BLR_1,101,9,7,1,0,1,1,1,1,1,4
27,BLZ_1,43,17,7,1,0,1,1,1,1,1,4
28,BMU_1,64,26,7,1,0,1,1,1,1,1,4
29,BOL_1,94,26,7,1,0,1,1,1,1,1,4
30,BRA_1,209,19,7,1,0,1,1,1,1,1,4
31,BRB_1,101,9,7,1,0,1,1,1,1,1,4
32,BRN_1,43,17,7,1,0,1,1,1,1,1,4
33,BTN_1,170,29,7,1,0,1,1,1,1,1,4
34,BVT_1,97,17,7,1,0,1,1,1,1,1,4
35,BWA_1,130,9,7,1,0,1,1,1,1,1,4
36,CAF_1,97,17,7,1,0,1,1,1,1,1,4
37,CAN_1,209,19,7,1,0,1,1,1,1,1,4
38,CCK_1,113,17,7,1,0,1,1,1,1,1,4
39,CHE_1,109,18,7,1,0,1,1,1,1,1,4
40,CHL_1,94,26,7,1,0,1,1,1,1,1,4
41,CHN_1,513,19,7,1,0,1,1,1,1,1,4
42,CIV_1,11,29,7,1,0,1,1,1,1,1,4
43,CMR_1,97,17,7,1,0,1,1,1,1,1,4
44,COD_1,97,17,7,1,0,1,1,1,1,1,4
45,COG_1,216,29,7,1,0,1,1,1,1,1,4
46,COK_1,216,29,7,1,0,1,1,1,1,1,4
47,COL_1,141,17,7,1,0,1,1,1,1,1,4
48,COM_1,97,17,7,1,0,1,1,1,1,1,4
49,CPV_1,97,17,7,1,0,1,1,1,1,1,4
50,CRI_1,101,9,7,1,0,1,1,1,1,1,4
51,CUB_1,43,17,7,1,0,1,1,1,1,1,4
52,CUR_1,101,9,7,1,0,1,1,1,1,1,4
53,CXR_1,113,17,7,1,0,1,1,1,1,1,4
54,CYM_1,64,26,7,1,0,1,1,1,1,1,4
55,CYP_1,64,26,7,1,0,1,1,1,1,1,4
56,CZE_1,101,9,7,1,0,1,1,1,1,1,4
57,DEU_1,109,18,7,1,0,1,1,1,1,1,4
58,DJI_1,97,17,7,1,0,1,1,1,1,1,4
59,DMA_1,216,29,7,1,0,1,1,1,1,1,4
60,DNK_1,109,18,7,1,0,1,1,1,1,1,4
61,DOM_1,141,17,7,1,0,1,1,1,1,1,4
62,DZA_1,89,29,7,1,0,1,1,1,1,1,4
63,ECU_1,43,17,7,1,0,1,1,1,1,1,4
64,EGY_1,141,17,7,1,0,1,1,1,1,1,4
65,ERI_1,97,17,7,1,0,1,1,1,1,1,4
66,ESH_1,113,17,7,1,0,1,1,1,1,1,4
67,ESP_1,209,19,7,1,0,1,1,1,1,1,4
68,EST_1,122,9,7,1,0,1,1,1,1,1,4
69,ETH_1,97,17,7,1,0,1,1,1,1,1,4
70,FIN_1,109,18,7,1,0,1,1,1,1,1,4
71,FJI_1,86,29,7,1,0,1,1,1,1,1,4
72,FLK_1,97,17,7,1,0,1,1,1,1,1,4
73,FRA_1,209,19,7,1,0,1,1,1,1,1,4
74,FRO_1,97,17,7,1,0,1,1,1,1,1,4
75,FSM_1,113,17,7,1,0,1,1,1,1,1,4
76,GAB_1,89,29,7,1,0,1,1,1,1,1,4
77,GBR_1,109,18,7,1,0,1,1,1,1,1,4
78,GEO_1,20,9,7,1,0,1,1,1,1,1,4
79,GGY_1,141,17,7,1,0,1,1,1,1,1,4
80,GHA_1,109,18,7,1,0,1,1,1,1,1,4
81,GIB_1,141,17,7,1,0,1,1,1,1,1,4
82,GIN_1,97,17,7,1,0,1,1,1,1,1,4
83,GLP_1,113,17,7,1,0,1,1,1,1,1,4
84,GMB_1,89,29,7,1,0,1,1,1,1,1,4
85,GNB_1,11,29,7,1,0,1,1,1,1,1,4
86,GNQ_1,89,29,7,1,0,1,1,1,1,1,4
87,GRC_1,143,9,7,1,0,1,1,1,1,1,4
88,GRD_1,216,29,7,1,0,1,1,1,1,1,4
89,GRL_1,216,29,7,1,0,1,1,1,1,1,4
90,GTM_1,94,26,7,1,0,1,1,1,1,1,4
91,GUF_1,113,17,7,1,0,1,1,1,1,1,4
92,GUM_1,113,17,7,1,0,1,1,1,1,1,4
93,GUY_1,97,17,7,1,0,1,1,1,1,1,4
94,HKG_1,143,9,7,1,0,1,1,1,1,1,4
95,HMD_1,113,17,7,1,0,1,1,1,1,1,4
96,HND_1,94,26,7,1,0,1,1,1,1,1,4
97,HRV_1,20,9,7,1,0,1,1,1,1,1,4
98,HTI_1,125,17,7,1,0,1,1,1,1,1,4
99,HUN_1,94,26,7,1,0,1,1,1,1,1,4
100,IDN_1,209,19,7,1,0,1,1,1,1,1,4
101,IMN_1,141,17,7,1,0,1,1,1,1,1,4
102,IND_1,109,18,7,1,0,1,1,1,1,1,4
103,IOT_1,97,17,7,1,0,1,1,1,1,1,4
104,IRL_1,64,26,7,1,0,1,1,1,1,1,4
105,IRN_1,109,18,7,1,0,1,1,1,1,1,4
106,IRQ_1,216,29,7,1,0,1,1,1,1,1,4
107,ISL_1,122,9,7,1,0,1,1,1,1,1,4
108,ISR_1,64,26,7,1,0,1,1,1,1,1,4
109,ITA_1,513,19,7,1,0,1,1,1,1,1,4
110,JAM_1,141,17,7,1,0,1,1,1,1,1,4
111,JEY_1,141,17,7,1,0,1,1,1,1,1,4
112,JOR_1,141,17,7,1,0,1,1,1,1,1,4
113,JPN_1,64,26,7,1,0,1,1,1,1,1,4
114,KAZ_1,101,9,7,1,0,1,1,1,1,1,4
115,KEN_1,89,29,7,1,0,1,1,1,1,1,4
116,KGZ_1,20,9,7,1,0,1,1,1,1,1,4
117,KHM_1,94,26,7,1,0,1,1,1,1,1,4
118,KHX_1,101,9,7,1,0,1,1,1,1,1,4
119,KIR_1,170,29,7,1,0,1,1,1,1,1,4
120,KNA_1,170,29,7,1,0,1,1,1,1,1,4
121,KOR_1,209,19,7,1,0,1,1,1,1,1,4
122,KWT_1,143,9,7,1,0,1,1,1,1,1,4
123,LAO_1,86,29,7,1,0,1,1,1,1,1,4
124,LBN_1,143,9,7,1,0,1,1,1,1,1,4
125,LBR_1,43,17,7,1,0,1,1,1,1,1,4
126,LBY_1,11,29,7,1,0,1,1,1,1,1,4
127,LCA_1,170,29,7,1,0,1,1,1,1,1,4
128,LIE_1,141,17,7,1,0,1,1,1,1,1,4
129,LKA_1,109,18,7,1,0,1,1,1,1,1,4
130,LSO_1,97,17,7,1,0,1,1,1,1,1,4
131,LTU_1,94,26,7,1,0,1,1,1,1,1,4
132,LUX_1,109,18,7,1,0,1,1,1,1,1,4
133,LVA_1,101,9,7,1,0,1,1,1,1,1,4
134,MAR_1,122,9,7,1,0,1,1,1,1,1,4
135,MCA_1,89,29,7,1,0,1,1,1,1,1,4
136,MCO_1,43,17,7,1,0,1,1,1,1,1,4
137,MDA_1,109,18,7,1,0,1,1,1,1,1,4
138,MDG_1,130,9,7,1,0,1,1,1,1,1,4
139,MDV_1,216,29,7,1,0,1,1,1,1,1,4
140,MEX_1,109,18,7,1,0,1,1,1,1,1,4
141,MHL_1,141,17,7,1,0,1,1,1,1,1,4
142,MKD_1,20,9,7,1,0,1,1,1,1,1,4
143,MLI_1,130,9,7,1,0,1,1,1,1,1,4
144,MLT_1,94,26,7,1,0,1,1,1,1,1,4
145,MMR_1,94,26,7,1,0,1,1,1,1,1,4
146,MNE_1,109,18,7,1,0,1,1,1,1,1,4
147,MNG_1,94,26,7,1,0,1,1,1,1,1,4
148,MNP_1,113,17,7,1,0,1,1,1,1,1,4
149,MOZ_1,130,9,7,1,0,1,1,1,1,1,4
150,MRT_1,89,29,7,1,0,1,1,1,1,1,4
151,MST_1,113,17,7,1,0,1,1,1,1,1,4
152,MTQ_1,113,17,7,1,0,1,1,1,1,1,4
153,MUS_1,209,19,7,1,0,1,1,1,1,1,4
154,MWI_1,97,17,7,1,0,1,1,1,1,1,4
155,MYS_1,64,26,7,1,0,1,1,1,1,1,4
156,MYT_1,97,17,7,1,0,1,1,1,1,1,4
157,NAM_1,89,29,7,1,0,1,1,1,1,1,4
158,NCL_1,97,17,7,1,0,1,1,1,1,1,4
159,NER_1,130,9,7,1,0,1,1,1,1,1,4
160,NFK_1,125,17,7,1,0,1,1,1,1,1,4
161,NGA_1,109,18,7,1,0,1,1,1,1,1,4
162,NIC_1,43,17,7,1,0,1,1,1,1,1,4
163,NIU_1,97,17,7,1,0,1,1,1,1,1,4
164,NLD_1,513,19,7,1,0,1,1,1,1,1,4
165,NOR_1,143,9,7,1,0,1,1,1,1,1,4
166,NPL_1,101,9,7,1,0,1,1,1,1,1,4
167,NRU_1,125,17,7,1,0,1,1,1,1,1,4
168,NZL_1,94,26,7,1,0,1,1,1,1,1,4
169,OMN_1,43,17,7,1,0,1,1,1,1,1,4
170,PAK_1,20,9,7,1,0,1,1,1,1,1,4
171,PAN_1,20,9,7,1,0,1,1,1,1,1,4
172,PCN_1,113,17,7,1,0,1,1,1,1,1,4
173,PER_1,20,9,7,1,0,1,1,1,1,1,4
174,PHL_1,94,26,7,1,0,1,1,1,1,1,4
175,PLW_1,89,29,7,1,0,1,1,1,1,1,4
176,PNG_1,170,29,7,1,0,1,1,1,1,1,4
177,POL_1,109,18,7,1,0,1,1,1,1,1,4
178,PRI_1,43,17,7,1,0,1,1,1,1,1,4
179,PRK_1,43,17,7,1,0,1,1,1,1,1,4
180,PRT_1,122,9,7,1,0,1,1,1,1,1,4
181,PRY_1,64,26,7,1,0,1,1,1,1,1,4
182,PSE_1,94,26,7,1,0,1,1,1,1,1,4
183,PYF_1,113,17,7,1,0,1,1,1,1,1,4
184,QAT_1,43,17,7,1,0,1,1,1,1,1,4
185,REU_1,97,17,7,1,0,1,1,1,1,1,4
186,ROU_1,143,9,7,1,0,1,1,1,1,1,4
187,RUS_1,109,18,7,1,0,1,1,1,1,1,4
188,RWA_1,130,9,7,1,0,1,1,1,1,1,4
189,SAU_1,109,18,7,1,0,1,1,1,1,1,4
190,SDN_1,216,29,7,1,0,1,1,1,1,1,4
191,SEN_1,89,29,7,1,0,1,1,1,1,1,4
192,SGP_1,209,19,7,1,0,1,1,1,1,1,4
193,SGS_1,113,17,7,1,0,1,1,1,1,1,4
194,SHN_1,113,17,7,1,0,1,1,1,1,1,4
195,SLB_1,86,29,7,1,0,1,1,1,1,1,4
196,SLE_1,216,29,7,1,0,1,1,1,1,1,4
197,SLV_1,94,26,7,1,0,1,1,1,1,1,4
198,SMR_1,216,29,7,1,0,1,1,1,1,1,4
199,SOM_1,97,17,7,1,0,1,1,1,1,1,4
200,SPM_1,113,17,7,1,0,1,1,1,1,1,4
201,SRB_1,209,19,7,1,0,1,1,1,1,1,4
202,SSD_1,97,17,7,1,0,1,1,1,1,1,4
203,STM_1,101,9,7,1,0,1,1,1,1,1,4
204,STP_1,97,17,7,1,0,1,1,1,1,1,4
205,SUR_1,170,29,7,1,0,1,1,1,1,1,4
206,SVK_1,94,26,7,1,0,1,1,1,1,1,4
207,SVN_1,20,9,7,1,0,1,1,1,1,1,4
208,SWE_1,64,26,7,1,0,1,1,1,1,1,4
209,SWZ_1,89,29,7,1,0,1,1,1,1,1,4
210,SYC_1,141,17,7,1,0,1,1,1,1,1,4
211,SYR_1,43,17,7,1,0,1,1,1,1,1,4
212,TCA_1,216,29,7,1,0,1,1,1,1,1,4
213,TCD_1,97,17,7,1,0,1,1,1,1,1,4
214,TGO_1,130,9,7,1,0,1,1,1,1,1,4
215,THA_1,109,18,7,1,0,1,1,1,1,1,4
216,TJK_1,94,26,7,1,0,1,1,1,1,1,4
217,TKL_1,113,17,7,1,0,1,1,1,1,1,4
218,TKM_1,43,17,7,1,0,1,1,1,1,1,4
219,TLS_1,97,17,7,1,0,1,1,1,1,1,4
220,TON_1,113,17,7,1,0,1,1,1,1,1,4
221,TTO_1,141,17,7,1,0,1,1,1,1,1,4
222,TUN_1,141,17,7,1,0,1,1,1,1,1,4
223,TUR_1,109,18,7,1,0,1,1,1,1,1,4
224,TUV_1,113,17,7,1,0,1,1,1,1,1,4
225,TWN_1,64,26,7,1,0,1,1,1,1,1,4
226,TZA_1,109,18,7,1,0,1,1,1,1,1,4
227,UGA_1,130,9,7,1,0,1,1,1,1,1,4
228,UKR_1,109,18,7,1,0,1,1,1,1,1,4
229,URY_1,94,26,7,1,0,1,1,1,1,1,4
230,USA_1,109,18,7,1,0,1,1,1,1,1,4
231,UZB_1,43,17,7,1,0,1,1,1,1,1,4
232,VAT_1,97,17,7,1,0,1,1,1,1,1,4
233,VCT_1,170,29,7,1,0,1,1,1,1,1,4
234,VEN_1,94,26,7,1,0,1,1,1,1,1,4
235,VGB_1,64,26,7,1,0,1,1,1,1,1,4
236,VIR_1,141,17,7,1,0,1,1,1,1,1,4
237,VNM_1,141,17,7,1,0,1,1,1,1,1,4
238,VUT_1,170,29,7,1,0,1,1,1,1,1,4
239,WLF_1,113,17,7,1,0,1,1,1,1,1,4
240,WSM_1,86,29,7,1,0,1,1,1,1,1,4
241,YEM_1,216,29,7,1,0,1,1,1,1,1,4
242,ZAF_1,122,9,7,1,0,1,1,1,1,1,4
243,ZMB_1,130,9,7,1,0,1,1,1,1,1,4
244,ZWE_1,97,17,7,1,0,1,1,1,1,1,4
245,ABW_2,588,32,2,2,2,2,2,2,2,2,4
246,AFG_2,483,27,2,2,2,2,2,2,2,2,4
247,AGL_2,483,27,2,2,2,2,2,2,2,2,4
248,AGO_2,483,27,2,2,2,2,2,2,2,2,4
249,ALB_2,483,27,2,2,2,2,2,2,2,2,4
250,AND_2,501,2,2,2,2,2,2,2,2,2,4
251,ANT_2,501,2,2,2,2,2,2,2,2,2,4
252,ARE_2,483,27,2,2,2,2,2,2,2,2,4
253,ARG_2,423,34,2,2,2,2,2,2,2,2,4
254,ARM_2,483,27,2,2,2,2,2,2,2,2,4
255,ASM_2,501,2,2,2,2,2,2,2,2,2,4
256,ATF_2,501,2,2,2,2,2,2,2,2,2,4
257,ATG_2,501,2,2,2,2,2,2,2,2,2,4
258,AUS_2,372,32,2,2,2,2,2,2,2,2,4
259,AUT_2,483,27,2,2,2,2,2,2,2,2,4
260,AZE_2,436,34,2,2,2,2,2,2,2,2,4
261,BDI_2,501,2,2,2,2,2,2,2,2,2,4
262,BEL_2,382,34,2,2,2,2,2,2,2,2,4
263,BEN_2,474,32,2,2,2,2,2,2,2,2,4
264,BES_2,501,2,2,2,2,2,2,2,2,2,4
265,BFA_2,474,32,2,2,2,2,2,2,2,2,4
266,BGD_2,588,32,2,2,2,2,2,2,2,2,4
267,BGR_2,436,34,2,2,2,2,2,2,2,2,4
268,BHR_2,372,32,2,2,2,2,2,2,2,2,4
269,BHS_2,483,27,2,2,2,2,2,2,2,2,4
270,BIH_2,483,27,2,2,2,2,2,2,2,2,4
271,BLR_2,588,32,2,2,2,2,2,2,2,2,4
